x,y
1,0.1754305842332542
2,0.9592757695354521
3,0.4706203651148826
4,0.2820742188487202
5,0.8828765321522951
6,0.8536569573916495
7,0.7378539580386132
8,0.3763337298296392
9,0.08372625545598567
10,0.10556394141167402
11,0.7414569915272295
12,0.00245302845723927
13,0.60096424841322
14,0.4801725633442402
15,0.8009101052302867
16,0.4113277334254235
17,0.6894908633548766
18,0.3717886640224606
19,0.5108757333364338
20,0.9094692398793995
21,0.23541895486414433
22,0.4596282185520977
23,0.15914772008545697
24,0.20486010611057281
25,0.897696090163663
26,0.4767814604565501
27,0.5513004024978727
28,0.01926949410699308
29,0.3213719411287457
30,0.2709221567492932
31,0.6838960889726877
32,0.6301810743752867
33,0.001365541946142912
34,0.46028947946615517
35,0.6618035566061735
36,0.49362391559407115
37,0.6900864110793918
38,0.8652506428770721
39,0.681236962787807
40,0.7594504973385483
41,0.525746643776074
42,0.8550213156268001
43,0.8289399184286594
44,0.7060727896168828
45,0.40857914579100907
46,0.4034729772247374
47,0.47000896581448615
48,0.2563358296174556
49,0.6793069601990283
50,0.30805645463988185
51,0.22645299625582993
52,0.9470056693535298
53,0.7155369254760444
54,0.418960785260424
55,0.7236121515743434
56,0.5107200583443046
57,0.9309751689434052
58,0.9393791838083416
59,0.5736073653679341
60,0.3296447074972093
61,0.1462445007637143
62,0.6272987714037299
63,0.7708607371896505
64,0.5967821886297315
65,0.6282447776757181
66,0.4027653122320771
67,0.40450006583705544
68,0.22880403068847954
69,0.6476522982120514
70,0.47121098916977644
71,0.023484978592023253
72,0.6792658842168748
73,0.7437823370564729
74,0.5285169451963156
75,0.5600226321257651
76,0.8707208950072527
77,0.881341632688418
78,0.898937689140439
79,0.8293831124901772
80,0.7433219766244292
81,0.598977725720033
82,0.7766707967966795
83,0.22588142356835306
84,0.184996617725119
85,0.5354556706734002
86,0.8353513493202627
87,0.7294234752189368
88,0.45127950026653707
89,0.9765513248275965
90,0.6058574020862579
91,0.044100393541157246
92,0.16140270698815584
93,0.13796708593145013
94,0.04751144163310528
95,0.26637479243800044
96,0.0853125040885061
97,0.25129836332052946
98,0.2794528806116432
99,0.8009307419415563
100,0.25254858541302383
101,0.44038331182673573
102,0.8632264393381774
103,0.2917127348482609
104,0.2120899986475706
105,0.7392630516551435
106,0.878688181983307
107,0.6463972588535398
108,0.4142330242320895
109,0.9065917304251343
110,0.12502719392068684
111,0.19528252724558115
112,0.5677390804048628
113,0.3108445394318551
114,0.28345861518755555
115,0.20893856650218368
116,0.5040795505046844
117,0.3308203653432429
118,0.918583988212049
119,0.08428507973439991
120,0.05359615827910602
121,0.403056533774361
122,0.6076607315335423
123,0.45457858056761324
124,0.7944865664467216
125,0.1531346703413874
126,0.8206964253913611
127,0.851058199070394
128,0.1967742871493101
129,0.6656105539295822
130,0.3746708803810179
131,0.8786864371504635
132,0.09028586209751666
133,0.7870536183472723
134,0.0221538410987705
135,0.9252890469506383
136,0.706013175426051
137,0.7000231679994613
138,0.2646909861359745
139,0.9867619816213846
140,0.24930983362719417
141,0.3312219239305705
142,0.5890426600817591
143,0.4449363157618791
144,0.7704479300882667
145,0.5374908435624093
146,0.12591403909027576
147,0.43966174428351223
148,0.3099497463554144
149,0.6955432516988367
150,0.7827841690741479
151,0.4648239396046847
152,0.9084621714428067
153,0.7512373628560454
154,0.026369514176622033
155,0.5467835157178342
156,0.25246489443816245
157,0.07032749336212873
158,0.5983243987429887
159,0.3852280401624739
160,0.005561827681958675
161,0.7957944716326892
162,0.8544777578208596
163,0.872971445787698
164,0.5433549655135721
165,0.746678315801546
166,0.1419891007244587
167,0.9955978379584849
168,0.19189904094673693
169,0.12012343597598374
170,0.5565019331406802
171,0.7485742915887386
172,0.16888275765813887
173,0.5965655250474811
174,0.5723846990149468
175,0.6305033322423697
176,0.6029676406178623
177,0.24380991724319756
178,0.915795793524012
179,0.017205258831381798
180,0.30534979747608304
181,0.9994894405826926
182,0.2216778383590281
183,0.8811778447125107
184,0.9965796656906605
185,0.4724968683440238
186,0.3429923611693084
187,0.7030326786916703
188,0.05076415417715907
189,0.8500083785038441
190,0.7107362083625048
191,0.8187765202019364
192,0.5605955589562654
193,0.10626071435399354
194,0.7444700682535768
195,0.8655294310301542
196,0.21612012502737343
197,0.9983325628563762
198,0.9297160229180008
199,0.06519556301645935
200,0.9022099180147052
201,0.6011055456474423
202,0.8718937549274415
203,0.933878161245957
204,0.8487267575692385
205,0.9559814136009663
206,0.039508987218141556
207,0.5623822004999965
208,0.6967864467296749
209,0.6457244732882828
210,0.3401723394636065
211,0.48929465212859213
212,0.4623186255339533
213,0.8663713831920177
214,0.841164201265201
215,0.20591248688288033
216,0.782815994694829
217,0.24412189284339547
218,0.8537539627868682
219,0.7123562046326697
220,0.6897651250474155
221,0.8135904220398515
222,0.2454174777958542
223,0.11802926077507436
224,0.14810879481956363
225,0.46599692665040493
226,0.20895611378364265
227,0.04117367300204933
228,0.3884481694549322
229,0.38127374136820436
230,0.08769585681147873
231,0.026258820667862892
232,0.7040121969766915
233,0.7858509512152523
234,0.19954279786907136
235,0.7385251724626869
236,0.10920335329137743
237,0.40395034616813064
238,0.6107023106887937
